1690766;"LAST CHANCE!!!!  Canon 800 Microscanner w/Zoom Lens";"FL";"2 days 14 hours";"1";"$1.00"
1690768;"LAST CHANCE!!!  XES 510DP Digital Printer - Broken/for parts only";"FL";"2 days 14 hours";"0";"$1.00"
1691177;"12 Monitor Stands (11 are disassembled - see pics)";"FL";"2 days 14 hours";"1";"$1.00"
1691180;"9 Monitor Stands";"FL";"2 days 14 hours";"2";"$1.25"
1687561;"MONITOR-DELL-MODEL 1901FP LCD W/DELL AS501 STEREO SOUND BAR (W17-00096) SB-MM";"FL";"2 days 15 hours";"0";"$19.00"
1688029;"Computer - Custom Desktop i5-2500 3.30/4GB/1TB - (W17-01638)-CM-G";"FL";"2 days 15 hours";"2";"$52.50"
1691262;"(12) Computers, Dell, Lot-1026, Item-Multiple";"FL";"2 days 15 hours";"2";"$10.00"
1687022;"StorageTek Tape Library";"FL";"2 days 17 hours";"0";"$500.00"
1688155;"DELL LAPTOPS SP #08262016-E";"FL";"2 days 20 hours";"3";"$15.50"
1687607;"MONITOR-DELL-MODEL 1704FPV LCD W/DELL AS501 STEREO SOUND BAR (W17-00408) SB-ZZ";"FL";"2 days 21 hours";"0";"$15.00"
1689973;"Smart board 800";"FL";"2 days 21 hours";"1";"$25.00"
1686639;"Printer, HP, LaserJet, Lot-0059, Item-AR1700077-001";"FL";"3 days 1 hour";"3";"$11.00"
1686653;"Printer, HP, LaserJet 8500, Lot-0043, Item-AR1700067-025";"FL";"3 days 1 hour";"0";"$10.00"
1686654;"Printer, HP, Photosmart C5280, Lot-0042, Item-AR1700067-029";"FL";"3 days 1 hour";"0";"$10.00"
1686657;"Printer, HP, OfficeJet 8500, Lot-0047, Item-AR1700067-024";"FL";"3 days 1 hour";"0";"$10.00"
1687605;"Electronics - DURST ENLARGER S-45 CONDENSOR W/ACCS- (613958)-GH-WHSE";"FL";"3 days 1 hour";"0";"$5.00"
1687751;"Electronics -Switch, SilkWorm 4100 Fabric - (228421) - GH-W";"FL";"3 days 1 hour";"0";"$3.00"
1687884;"Computer - SAN Storage, Xiotech Emprise 7000, Lot of 5 - (var)-GH-WHSE";"FL";"3 days 1 hour";"1";"$5.00"
1687576;"MONITOR-DELL-MODEL 1901FP LCD W/DELL AS501 STEREO SOUND BAR (W17-00348) SB-VV";"FL";"3 days 2 hours";"0";"$19.00"
1687667;"Electronics -Switch, Dell PowerConnect 2824 - (17-02764) - GH-Q";"FL";"3 days 2 hours";"3";"$15.50"
1688377;"Computer - Apple iPad 2nd Gen, Wifi Only, 64GB - (17-03703) - GH-A";"FL";"3 days 2 hours";"20";"$203.50"
1687718;"Electronics -Switch, Cisco MDS 9124 Fabric - (17-02765) - GH-I";"FL";"3 days 3 hours";"0";"$3.00"
1688072;"Computer - Custom Desktop i5-2500 3.30/4GB/1TB - (W17-01716)-CM-T";"FL";"3 days 3 hours";"4";"$52.50"
1688237;"Computer -Server,Emprise 7000 , Pent 4 3.4GHz/512MB/160GB -(17-02763)-GH-KK";"FL";"3 days 3 hours";"2";"$9.50"
1688176;"Computer - Custom Desktop i5-750 2.67/4GB/NoHD - (W17-01736)-CM-U";"FL";"3 days 4 hours";"2";"$20.50"
1688031;"Computer - Custom Desktop i5-2500 3.30/4GB/1TB - (W17-01713)-CM-L";"FL";"3 days 15 hours";"2";"$52.50"
1688205;"Computer - Custom Desktop C2Q 2.66/4GB/NoHD - (W17-01729)-CM-U";"FL";"3 days 16 hours";"3";"$8.00"
1688211;"Computer - Custom Desktop C2Q 2.66/4GB/NoHD - (W17-01731)-CM-WW";"FL";"3 days 16 hours";"1";"$5.00"
1688218;"Computer - Custom Desktop C2Q 2.66/2GB/NoHD - (W17-01730)-CM-WW";"FL";"3 days 16 hours";"0";"$5.00"
1688224;"Computer - Custom Desktop C2Q 2.66/4GB/NoHD - (W17-01733)-CM-WW";"FL";"3 days 16 hours";"1";"$5.00"
1688230;"Computer - Custom Desktop C2Q 2.66/4GB/NoHD - (W17-01727)-CM-WW";"FL";"3 days 16 hours";"0";"$5.00"
1688238;"Computer - Custom Desktop C2Q 2.66/2GB/NoHD - (W17-01482)-CM-UU";"FL";"3 days 16 hours";"0";"$5.00"
1688241;"Computer - Custom Desktop C2Q 2.66/4GB/NoHD - (W17-01728)-CM-UU";"FL";"3 days 16 hours";"0";"$5.00"
1689055;"Computer - Dell Optiplex 780 Desktop C2D 3.00/4GB/NoHD - (W17-02695)-CM-LL";"FL";"3 days 16 hours";"2";"$18.38"
1689064;"Computer - Dell Optiplex 780 Desktop C2D 3.00/2GB/NoHD - (W17-02680)-CM-LL";"FL";"3 days 16 hours";"4";"$18.38"
1689068;"Computer - Dell Optiplex 780 Desktop C2D 3.16/2GB/NoHD - (W17-02721)-CM-LL";"FL";"3 days 16 hours";"2";"$18.38"
1689073;"Computer - Dell Optiplex 780 Desktop C2D 3.00/2GB/NoHD - (W17-02681)-CM-LL";"FL";"3 days 16 hours";"2";"$15.50"
1689235;"Computer - Custom Desktop i5-2500 3.30/4GB/500GB - (W17-01636)-CM-VV";"FL";"3 days 19 hours";"1";"$10.00"
1683505;"Dell ATG Laptop.";"FL";"3 days 20 hours";"13";"$12.50"
1688800;"Lenovo PC's";"FL";"3 days 20 hours";"17";"$112.50"
1689249;"Computer, Laptop, Lenovo T400, C2D 2.8/3GB/160GB (17-02645) GH-LCA8";"FL";"4 days 0 hours";"5";"$26.05"
1688740;"Monitor, Apple, Lot-0408, SN-N53201VENAP, Item-AR1600526-022A";"FL";"4 days 1 hour";"0";"$10.00"
